CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,LastPurchase,FirstPurchase,cluster
12347.0,5,382.52,711.79,558.1719999999999,2790.86,10.442659251986845,29.836681166378824,8.676178668940757,36.51992575765177,14.52455515504182,59,297,2
12348.0,4,227.44,892.8000000000001,449.31,1797.24,38.01606908370612,41.95321715519352,0.0,20.030713761100355,0.0,5,288,9
12350.0,1,334.40000000000003,334.40000000000003,334.40000000000003,334.40000000000003,11.692583732057413,48.444976076555015,0.0,11.961722488038276,27.900717703349283,240,240,1
12352.0,6,144.35,840.3,345.66333333333324,2073.98,0.4918080212923944,12.892120464035331,13.584991176385502,69.66074889825362,3.3703314400331736,2,226,4
12353.0,1,89.0,89.0,89.0,89.0,0.0,13.03370786516854,67.07865168539325,0.0,19.887640449438205,134,134,0
12354.0,1,1079.4,1079.4,1079.4,1079.4,14.950898647396702,32.62182694089309,16.23587178061886,25.17139151380396,11.020011117287384,162,162,3
12355.0,1,459.4,459.4,459.4,459.4,0.0,53.28689595124075,4.331737048323901,30.822812363952984,11.558554636482372,144,144,1
12356.0,2,481.46,2271.6200000000003,1376.5400000000002,2753.0800000000004,14.447455213796909,30.35690935243436,13.464192831301666,30.57666322809362,11.15477937437343,175,255,3
12358.0,1,484.86,484.86,484.86,484.86,0.0,10.469001361217671,66.28717567957763,19.59328465948934,3.650538299715383,80,80,0
12359.0,3,547.5,1803.1100000000008,1153.3100000000002,3459.9300000000003,4.227831198897088,10.349920374111615,26.539554268438952,48.14548271207799,10.73721144647435,119,261,3
12360.0,2,534.7000000000002,1083.58,809.1400000000001,1618.2800000000002,10.78428949254764,21.016140593716784,0.0,45.07872556047161,23.12084435326396,42,130,2
12361.0,1,189.9,189.9,189.9,189.9,0.0,73.45971563981043,0.0,7.898894154818327,18.64139020537125,217,217,1
12362.0,5,303.76000000000005,829.9900000000001,510.9080000000001,2554.5400000000004,5.787343318170786,36.460576072404415,6.576526497921345,31.712167356940967,19.463386754562467,2,225,2
12363.0,2,252.90000000000003,299.1,276.0,552.0,17.934782608695652,37.5,8.641304347826088,5.380434782608696,30.543478260869573,39,172,2
12364.0,2,79.8,623.92,351.86,703.7199999999999,36.7930426874325,42.0337634286364,0.0,16.561984880350142,4.611209003580971,8,42,1
12365.0,2,320.69,320.69,320.69,641.38,0.785805606660638,22.950512956437684,0.0,59.70563472512394,16.55804671177773,221,221,4
12370.0,3,277.2,1587.07,934.22,2802.6600000000003,15.518828541457042,27.7582724982695,8.129776712123482,22.08259296525444,26.510529282895533,204,290,2
12372.0,3,383.12,515.7,432.68,1298.04,11.112138300822778,46.57021355274106,6.124618655819544,16.386243875381343,19.80678561523528,1,226,1
12373.0,1,364.6,364.6,364.6,364.6,13.98793198025233,34.2292923752057,0.0,15.825562260010969,35.957213384530995,241,241,2
12375.0,1,230.30000000000004,230.30000000000004,230.30000000000004,230.30000000000004,11.072514112027788,9.031697785497176,13.808076422058182,38.99261832392531,27.095093356491528,28,28,2
12377.0,2,626.6,1001.5199999999996,814.0599999999998,1628.1199999999997,12.279193179863896,30.532147507554736,6.651843844434073,33.84271429624353,16.694101171903792,245,284,3
12378.0,1,4008.620000000001,4008.620000000001,4008.620000000001,4008.620000000001,15.080002594409049,29.98687827731238,12.14757198237797,20.172777664133783,22.6127694817668,59,59,6
12379.0,2,392.4,457.88999999999993,425.145,850.29,9.749614837290808,34.91161838902022,8.961648378788412,20.72234178927189,25.654776605628665,11,100,2
12380.0,2,607.5500000000001,626.0100000000001,616.7800000000001,1233.5600000000002,7.052757871526313,32.44268620902104,6.615000486397095,17.964266026784266,35.92528940627127,8,115,2
12381.0,1,1227.39,1227.39,1227.39,1227.39,8.455340193418555,22.576361221779543,12.432886042741105,33.363478600933696,23.17193394112711,49,49,3
12383.0,5,99.45,639.9099999999999,367.862,1839.31,25.780319793835734,29.20008046495697,8.40804432096819,28.505254687899267,8.106300732339847,114,282,2
12384.0,1,273.58,273.58,273.58,273.58,1.8203085020834853,9.320856787776885,24.800789531398493,51.11850281453323,12.939542364207911,51,51,4
12386.0,2,143.0,258.90000000000003,200.95,401.9,27.66857427220701,43.44364269718835,24.483702413535703,0.0,4.404080617068923,267,296,1
12388.0,5,124.05,902.09,498.852,2494.26,16.30944648913906,18.041423107454715,9.1229462846696,34.18889770914018,22.33728640959643,5,256,2
12390.0,1,549.8399999999999,549.8399999999999,549.8399999999999,549.8399999999999,21.104321257092977,19.314709733740727,7.238469372908483,41.32111159610069,11.02138804015714,9,9,2
12393.0,4,177.00000000000003,521.5,395.65,1582.6,2.9571591052698087,49.43131555667888,0.0,29.356754707443443,18.25477063060785,2,262,1
12394.0,1,381.08,381.08,381.08,381.08,3.56880445050908,61.26797522829853,5.2220006297890205,25.2965256639026,4.644694027500789,147,147,1
12395.0,8,149.97000000000003,346.1,235.22125000000003,1881.77,39.19820169308683,11.882429839991069,2.747413339568597,30.577594498796344,15.594360628557157,42,301,9
12397.0,1,1214.81,1214.81,1214.81,1214.81,13.338711403429349,31.939150978342283,5.980359068496309,38.16234637515332,10.57943217457874,65,65,3
12399.0,4,130.07999999999998,480.9,277.1625,1108.65,45.95138231182068,36.47679610336896,0.0,10.783385198214043,6.7884363865963095,49,191,9
12401.0,1,84.3,84.3,84.3,84.3,0.0,0.0,21.17437722419929,78.82562277580072,0.0,233,233,4
12402.0,1,225.6,225.6,225.6,225.6,0.0,37.234042553191486,0.0,13.297872340425531,49.468085106382986,253,253,10
12405.0,1,1710.3900000000006,1710.3900000000006,1710.3900000000006,1710.3900000000006,12.495395786925782,10.030460889037,19.33477160179841,37.2838943165009,20.855477405737872,78,78,3
12406.0,1,1486.7,1486.7,1486.7,1486.7,5.440236765991793,33.26360395506827,4.540256944911549,29.63946996704109,27.116432366987294,113,113,3
12407.0,4,192.34,719.0600000000001,351.84,1407.36,24.650409276944067,30.256650750341063,10.519696452933152,21.6362551159618,12.93698840381992,64,194,2
12408.0,4,56.900000000000006,751.4900000000001,525.8,2103.2,11.340813997717763,24.847850893876,4.124191707873718,26.889977177634083,32.79716622289845,28,190,2
12409.0,2,4860.640000000001,6196.289999999999,5528.465,11056.93,9.711375580744384,22.11228614090892,14.15040160333836,37.42440261446893,16.601534060539407,8,112,6
12410.0,2,68.0,613.0799999999999,340.54,681.0799999999999,1.4800023492100782,28.102425559405653,33.050449286427444,32.16949550713573,5.197627297821109,238,238,0
12412.0,3,336.14,514.5,408.96,1226.88,16.285211267605636,28.18531559728743,1.4549100156494523,30.976949660928533,23.097613458528947,4,99,2
12413.0,2,84.65,415.3,249.975,499.9500000000001,14.68146814681468,12.02120212021202,30.91309130913092,20.87208720872087,21.51215121512152,166,267,2
12414.0,3,153.76,242.8,187.47000000000003,562.4100000000001,12.012588680855602,27.844455112818046,8.721395423267722,42.460126953645904,8.961433829412705,147,240,2
12415.0,14,61.2,22775.930000000008,7238.252142857143,101335.53,13.47977357990825,29.41742151050081,8.089482533914808,33.48650764445599,15.526814731220137,29,267,8
12417.0,7,259.39,562.69,395.1671428571429,2766.17,11.197431828123362,13.587017428429924,19.72221519284787,46.88612775064439,8.607207799954448,36,287,4
12418.0,1,668.5799999999997,668.5799999999997,668.5799999999997,668.5799999999997,16.988243740464874,9.692183433545727,40.26444105417454,28.56053127524007,4.494600496574832,42,42,0
12421.0,3,157.45000000000002,239.35000000000005,209.52,628.5600000000001,18.32124220440372,26.210703830978744,8.519473081328751,33.01196385388825,13.936617029400535,44,249,2
12422.0,3,147.7,417.36,267.8533333333333,803.56,4.86584698093484,34.796405993329685,0.0,26.936383095226248,33.40136393050924,25,254,2
12423.0,7,84.92,347.35,234.3528571428572,1640.4700000000005,18.949447414460487,27.766432790602693,4.276213524172951,20.67090528933781,28.33700098142605,30,283,2
12424.0,2,294.64000000000004,1466.3200000000002,880.4800000000001,1760.9600000000005,1.131201163001999,24.375340723241862,1.18401326549155,37.23821097583136,36.07123387243322,92,92,2
12425.0,1,777.1999999999999,777.1999999999999,777.1999999999999,777.1999999999999,9.693772516726712,55.81060216160577,2.187339166237777,16.019042717447245,16.289243437982503,8,8,1
12426.0,1,582.7299999999999,582.7299999999999,582.7299999999999,582.7299999999999,2.179396976301203,37.543974053163566,10.365006092015172,24.737013711324288,25.1746091671958,124,124,2
12427.0,1,246.55,246.55,246.55,246.55,0.0,24.09247617116203,32.40721963090651,21.90225106469276,21.598053133238693,301,301,2
12428.0,8,373.72,2462.42,933.6074999999998,7468.859999999999,11.750521498595504,14.210870199735975,16.56410750770533,43.98368693482006,13.490813859143165,50,213,5
12429.0,3,437.98,1281.5000000000002,948.2933333333334,2844.88,5.56367931160541,7.899102949860802,14.454036725626388,55.267709007058286,16.815472005849106,102,295,4
12431.0,11,118.8,640.1,430.5463636363636,4736.009999999999,4.4252440345354005,37.0128019155365,25.86987780853504,20.74636666730012,11.945709574092962,49,303,2
12432.0,3,454.6,2862.0600000000004,1338.8866666666668,4016.66,8.298437009853957,16.89911518525342,27.43821981447272,36.19176131412666,11.172466676293238,100,102,3
12433.0,3,1867.98,2608.1100000000006,2131.743333333334,6395.230000000001,23.01809317256767,30.6053105204973,10.23809933340943,18.004043638774515,18.13445333475105,21,303,3
12434.0,2,273.05,519.8899999999999,396.4699999999999,792.9399999999998,16.67213156102606,17.037859106615887,39.39768456629758,19.82495522990391,7.067369536156584,14,190,0
12435.0,2,3850.9,3978.9899999999993,3914.945,7829.889999999999,0.0,12.212687534563068,50.66929420464401,24.57122641569677,12.546791845096166,9,197,6
12436.0,1,509.0100000000001,509.0100000000001,509.0100000000001,509.0100000000001,12.966346437201626,0.0,19.27270584074969,45.863539026738174,21.897408695310503,29,29,4
12437.0,12,65.1,501.64,248.27166666666665,2979.26,27.65116169787129,23.074857514953376,4.474265421614764,33.37070279196847,11.4290125735921,8,261,2
12438.0,1,890.0699999999998,890.0699999999998,890.0699999999998,890.0699999999998,15.497657487613337,32.24465491478199,8.167896906984847,28.63257946004247,15.457211230577371,70,70,3
12441.0,1,173.55,173.55,173.55,173.55,18.150388936905788,8.64304235090752,0.0,32.4114088159032,40.79515989628349,296,296,10
12444.0,3,562.54,1870.2,1063.2699999999998,3189.8099999999995,1.63646110583389,15.597167229396112,23.90581257190868,47.0513917756857,11.809167317175636,15,101,3
12447.0,1,476.49,476.49,476.49,476.49,1.4271023526202018,40.40798337845495,10.85017523977418,22.94906503809104,24.365673991059623,173,173,2
12449.0,3,777.95,1087.6999999999998,908.1933333333332,2724.58,4.675950054687327,18.72875819392347,22.247465664432685,35.03108736025369,19.31673872670284,21,117,3
12450.0,2,96.0,101.88,98.94,197.88,10.18799272286234,56.85263796240145,0.0,0.0,32.9593693147362,86,103,1
12451.0,2,2388.31,2817.51,2602.91,5205.82,22.759911022663097,41.199657306629895,6.650249144227038,10.974255736848374,18.41592678963161,148,254,6
12453.0,1,707.0899999999999,707.0899999999999,707.0899999999999,707.0899999999999,13.237353095079838,42.96482767398775,8.86732947715284,16.822469558330624,18.10802019544896,64,64,3
12455.0,6,15.0,1683.8999999999996,411.14333333333326,2466.86,37.52786943726033,30.27330290328597,4.365874026089847,15.071791670382598,12.76116196298128,3,226,9
12456.0,2,940.17,1298.08,1119.125,2238.25,11.89590081536915,23.701105774600688,14.196358762426003,41.40064782754385,8.805986820060316,61,184,3
