CustomerID,InvoiceNo,Basket Price,categ_0,categ_1,categ_2,categ_3,categ_4,InvoiceDate
12347,537626,711.79,187.2,293.35,83.4,23.400000000000002,124.44,2010-12-07 14:57:00.000001024
12347,542237,475.39,130.5,169.2,91.35000000000001,84.34,0.0,2011-01-26 14:29:59.999999744
12347,549222,636.25,330.90000000000003,115.0,109.35000000000001,81.0,0.0,2011-04-07 10:42:59.999999232
12347,556201,382.52,74.39999999999999,168.76,78.06,41.39999999999999,19.9,2011-06-09 13:01:00.000000256
12348,539318,892.8000000000001,174.0,0.0,240.0,478.79999999999995,0.0,2010-12-16 19:09:00.000000000
12348,541998,227.43999999999997,0.0,0.0,40.0,187.43999999999997,0.0,2011-01-25 10:42:00.000000000
12348,548955,367.0,310.0,0.0,40.0,17.0,0.0,2011-04-05 10:47:00.000000000
12350,543037,334.40000000000003,162.0,0.0,133.3,39.099999999999994,0.0,2011-02-02 16:01:00.000000000
12352,544156,296.49999999999994,75.6,53.5,55.95,10.2,101.25,2011-02-16 12:32:59.999999744
12352,545323,144.35,19.799999999999997,14.850000000000001,40.0,0.0,69.7,2011-03-01 14:57:00.000000000
12352,545332,840.3,0.0,0.0,840.3,0.0,0.0,2011-03-01 15:52:00.000000000
12352,547390,160.32999999999998,70.07999999999998,14.850000000000001,75.4,0.0,0.0,2011-03-22 16:08:00.000000000
12353,553900,89.0,11.6,0.0,57.5,0.0,19.9,2011-05-19 17:47:00.000000000
12354,550911,1079.4,336.52,212.64999999999998,193.6,161.38000000000002,175.25,2011-04-21 13:10:59.999998720
12355,552449,459.4,244.8,116.1,98.50000000000001,0.0,0.0,2011-05-09 13:49:00.000000000
12356,541430,2271.6200000000003,670.8399999999999,204.0,802.5,223.6,370.67999999999995,2011-01-18 09:49:59.999998976
12356,549435,481.46,118.11,0.0,189.20000000000005,174.14999999999998,0.0,2011-04-08 12:33:00.000000512
12358,559707,484.85999999999996,50.76,15.0,97.7,0.0,321.40000000000003,2011-07-12 10:04:00.000000000
12359,540946,547.5,16.8,76.5,379.2,8.4,66.6,2011-01-12 12:43:00.000000000
12359,543370,1803.1100000000006,146.70000000000002,271.85,825.2499999999999,97.56000000000002,461.7499999999999,2011-02-07 14:50:59.999998464
12359,555477,1109.3199999999997,171.2,168.45000000000002,349.35,40.31999999999999,380.0,2011-06-03 12:26:00.000001536
12360,554132,1083.58,262.46,102.80000000000001,601.3599999999999,116.96,0.0,2011-05-23 09:42:59.999998720
12361,545017,189.89999999999998,139.5,0.0,50.400000000000006,0.0,0.0,2011-02-25 13:51:00.000000000
12362,544203,474.20000000000005,232.35,49.8,181.85000000000002,10.2,0.0,2011-02-17 10:30:00.000000000
12362,551346,495.2400000000001,219.5,115.0,106.8,38.04,15.9,2011-04-28 09:12:00.000000000
12362,559295,303.76000000000005,94.19999999999999,49.65,112.80000000000001,20.16,26.95,2011-07-07 12:32:00.000000000
12363,549687,299.1,172.2,0.0,0.0,79.2,47.7,2011-04-11 13:29:00.000000000
12365,544574,320.69,147.20000000000002,49.5,118.95000000000002,5.04,0.0,2011-02-21 13:50:59.999999488
12365,544578,320.69,0.0,0.0,320.69,0.0,0.0,2011-02-21 14:04:00.000000000
12370,538826,1587.07,615.6200000000001,193.20000000000002,557.9,163.5,56.85,2010-12-14 12:58:00.000002816
12370,539330,277.2,11.6,49.7,137.7,10.2,68.0,2010-12-17 09:38:00.000000000
12370,546236,938.3900000000002,163.65,273.7,119.4,278.63999999999993,103.0,2011-03-10 12:48:00.000000000
12372,544157,399.22,128.39999999999998,49.0,133.8,40.32,47.7,2011-02-16 12:46:00.000000000
12372,552731,515.7,192.59999999999997,29.700000000000003,177.60000000000002,84.0,31.8,2011-05-11 10:42:59.999999744
12373,542887,364.6,85.8,17.700000000000003,210.10000000000002,51.0,0.0,2011-02-01 13:10:00.000000000
12377,539488,1001.5199999999996,327.6,355.8,219.6,98.52000000000001,0.0,2010-12-20 09:37:00.000001280
12377,542586,626.6,122.69999999999999,117.9,176.3,101.39999999999999,108.3,2011-01-28 15:45:00.000001024
12379,557789,457.88999999999993,64.85,101.2,141.24,74.4,76.19999999999999,2011-06-22 16:32:00.000000000
12380,555739,607.5500000000001,130.5,100.7,294.45,66.0,15.9,2011-06-07 09:49:00.000001024
12383,539840,600.72,213.0,47.400000000000006,62.7,277.61999999999995,0.0,2010-12-22 14:28:00.000000000
12383,540971,639.9099999999999,249.96000000000004,33.75,156.0,166.20000000000005,34.0,2011-01-12 14:10:00.000000512
12383,546434,357.06999999999994,56.72,80.4,173.1,0.0,46.849999999999994,2011-03-14 08:40:59.999999744
12383,550284,142.16000000000003,17.4,49.800000000000004,15.0,20.16,39.8,2011-04-15 14:10:00.000000000
12383,555928,99.45,0.0,0.0,55.25,10.2,34.0,2011-06-08 08:02:00.000000000
12386,537676,258.90000000000003,99.6,0.0,17.700000000000003,43.199999999999996,98.4,2010-12-08 09:53:00.000000000
12386,540280,143.0,75.0,0.0,0.0,68.0,0.0,2011-01-06 12:37:00.000000000
12388,541271,431.30000000000007,114.3,147.5,53.10000000000001,51.0,65.4,2011-01-17 11:12:00.000000000
12388,543357,124.05000000000001,15.0,75.0,17.700000000000003,0.0,16.35,2011-02-07 13:59:00.000000000
12388,546135,210.89999999999998,48.3,89.10000000000001,53.10000000000001,20.4,0.0,2011-03-09 15:47:00.000000000
12388,560033,902.0900000000001,182.89999999999998,178.5,284.88000000000005,126.36,129.45,2011-07-14 13:28:00.000000000
12393,540700,462.49999999999994,221.3,75.0,156.0,10.2,0.0,2011-01-11 09:46:59.999999744
12393,541149,177.00000000000003,0.0,177.00000000000003,0.0,0.0,0.0,2011-01-14 11:36:00.000000000
12393,549313,421.6000000000001,295.5,51.550000000000004,59.7,0.0,14.850000000000001,2011-04-08 09:45:00.000000000
12394,552188,381.08,233.48000000000002,66.4,47.7,13.6,19.9,2011-05-06 14:01:00.000000512
12395,537026,346.1,19.799999999999997,0.0,80.7,225.7,19.9,2010-12-03 16:35:00.000000000
12395,539447,330.87,49.3,0.0,165.35000000000002,104.32000000000001,11.9,2010-12-17 16:00:00.000000000
12395,543733,216.66,37.199999999999996,22.5,45.599999999999994,111.36,0.0,2011-02-11 12:16:00.000000000
12395,547517,326.5,19.799999999999997,0.0,87.9,218.8,0.0,2011-03-23 14:33:00.000000000
12395,551985,149.97000000000003,19.799999999999997,69.60000000000001,45.45,15.120000000000001,0.0,2011-05-05 14:38:00.000000000
12395,552884,181.82000000000002,15.0,99.1,32.7,15.120000000000001,19.9,2011-05-12 10:15:00.000000000
